Temperature,Species,Individuals,Sex,Date,Day,Stage,BL,BW,Mortality
28,Gryllodes sigillatus,145,F,27/12/23,49,L7,15.9,0.349,N
28,Gryllodes sigillatus,146,NA,27/12/23,49,NA,NA,NA,Y
28,Gryllodes sigillatus,147,M,27/12/23,49,AD,14.2,0.267,N
28,Gryllodes sigillatus,148,F,27/12/23,49,L7,13.4,0.238,N
28,Gryllodes sigillatus,149,F,27/12/23,49,AD,14.7,0.307,N
28,Gryllodes sigillatus,150,NA,27/12/23,49,NA,NA,NA,Y
30,Gryllodes sigillatus,1,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,2,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,3,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,4,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,5,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,6,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,7,M,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,8,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,9,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,10,M,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,11,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,12,F,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,13,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,14,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,15,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,16,F,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,17,F,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,18,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,19,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,20,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,21,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,22,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,23,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,24,F,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,25,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,26,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,27,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,28,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,29,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,30,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,31,F,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,32,M,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,33,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,34,F,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,35,M,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,36,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,37,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,38,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,39,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,40,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,41,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,42,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,43,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,44,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,45,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,46,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,47,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,48,F,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,49,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,50,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,51,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,52,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,53,M,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,54,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,55,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,56,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,57,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,58,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,59,F,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,60,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,61,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,62,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,63,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,64,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,65,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,66,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,67,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,68,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,69,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,70,F,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,71,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,72,M,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,73,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,74,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,75,M,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,76,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,77,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,78,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,79,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,80,F,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,81,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,82,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,83,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,84,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,85,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,86,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,87,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,88,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,89,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,90,F,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,91,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,92,F,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,93,M,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,94,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,95,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,96,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,97,F,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,98,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,99,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,100,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,101,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,102,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,103,F,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,104,M,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,105,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,106,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,107,F,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,108,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,109,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,110,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,111,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,112,M,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,113,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,114,M,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,115,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,116,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,117,M,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,118,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,119,F,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,120,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,121,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,122,M,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,123,F,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,124,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,125,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,126,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,127,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,128,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,129,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,130,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,131,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,132,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,133,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,134,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,135,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,136,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,137,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,138,F,2/6/24,7,L1,4,0.003,N
30,Gryllodes sigillatus,139,M,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,140,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,141,F,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,142,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,143,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,144,F,2/6/24,7,L1,2.5,0.001,N
30,Gryllodes sigillatus,145,F,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,146,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,147,F,2/6/24,7,L1,4,0.002,N
30,Gryllodes sigillatus,148,M,2/6/24,7,L1,3,0.001,N
30,Gryllodes sigillatus,149,M,2/6/24,7,L1,3.5,0.002,N
30,Gryllodes sigillatus,150,M,2/6/24,7,L1,3.5,0.001,N
30,Gryllodes sigillatus,1,F,9/6/24,14,L2,5,0.017,N
30,Gryllodes sigillatus,2,M,9/6/24,14,L2,4,0.007,N
30,Gryllodes sigillatus,3,F,9/6/24,14,L2,4.5,0.011,N
30,Gryllodes sigillatus,4,F,9/6/24,14,L2,5,0.008,N
30,Gryllodes sigillatus,5,F,9/6/24,14,L2,5,0.01,N
30,Gryllodes sigillatus,6,M,9/6/24,14,L2,4.5,0.009,N
30,Gryllodes sigillatus,7,M,9/6/24,14,L2,4.5,0.007,N
30,Gryllodes sigillatus,8,M,9/6/24,14,L2,4.5,0.006,N
30,Gryllodes sigillatus,9,M,9/6/24,14,L2,4,0.007,N
30,Gryllodes sigillatus,10,M,9/6/24,14,L2,5.2,0.011,N
30,Gryllodes sigillatus,11,F,9/6/24,14,L2,5,0.012,N
30,Gryllodes sigillatus,12,F,9/6/24,14,L2,5,0.011,N
30,Gryllodes sigillatus,13,M,9/6/24,14,L2,4.5,0.009,N
30,Gryllodes sigillatus,14,F,9/6/24,14,L2,4,0.002,N
30,Gryllodes sigillatus,15,F,9/6/24,14,L2,4,0.003,N
30,Gryllodes sigillatus,16,F,9/6/24,14,L2,5,0.013,N
30,Gryllodes sigillatus,17,F,9/6/24,14,L2,5,0.014,N
30,Gryllodes sigillatus,18,F,9/6/24,14,L2,5,0.014,N
30,Gryllodes sigillatus,19,F,9/6/24,14,L2,5,0.01,N
30,Gryllodes sigillatus,20,NA,9/6/24,14,NA,NA,NA,Y
30,Gryllodes sigillatus,21,F,9/6/24,14,L2,4.5,0.01,N
30,Gryllodes sigillatus,22,NA,9/6/24,14,NA,NA,NA,Y
30,Gryllodes sigillatus,23,M,9/6/24,14,L2,4.5,0.008,N
30,Gryllodes sigillatus,24,F,9/6/24,14,L2,5,0.01,N
30,Gryllodes sigillatus,25,F,9/6/24,14,L2,5,0.007,N
30,Gryllodes sigillatus,26,F,9/6/24,14,L2,5,0.01,N
30,Gryllodes sigillatus,27,F,9/6/24,14,L2,5,0.012,N
30,Gryllodes sigillatus,28,M,9/6/24,14,L2,4,0.005,N
30,Gryllodes sigillatus,29,F,9/6/24,14,L2,5,0.011,N
30,Gryllodes sigillatus,30,M,9/6/24,14,L2,4.5,0.009,N
30,Gryllodes sigillatus,31,F,9/6/24,14,L2,5,0.01,N
30,Gryllodes sigillatus,32,M,9/6/24,14,L2,5.2,0.012,N
30,Gryllodes sigillatus,33,M,9/6/24,14,L2,4,0.007,N
30,Gryllodes sigillatus,34,NA,9/6/24,14,NA,NA,NA,Y
30,Gryllodes sigillatus,35,M,9/6/24,14,L2,5.2,0.012,N
30,Gryllodes sigillatus,36,F,9/6/24,14,L2,4.5,0.008,N
30,Gryllodes sigillatus,37,F,9/6/24,14,L2,4.5,0.011,N
30,Gryllodes sigillatus,38,F,9/6/24,14,L2,4.5,0.011,N
30,Gryllodes sigillatus,39,F,9/6/24,14,L2,4.5,0.008,N
30,Gryllodes sigillatus,40,F,9/6/24,14,L2,5,0.011,N
30,Gryllodes sigillatus,41,F,9/6/24,14,L2,4.5,0.011,N
30,Gryllodes sigillatus,42,F,9/6/24,14,L2,5,0.011,N
30,Gryllodes sigillatus,43,F,9/6/24,14,L2,5,0.015,N
30,Gryllodes sigillatus,44,F,9/6/24,14,L2,4.5,0.01,N
30,Gryllodes sigillatus,45,F,9/6/24,14,L2,5,0.01,N
30,Gryllodes sigillatus,46,F,9/6/24,14,L2,5,0.007,N
30,Gryllodes sigillatus,47,NA,9/6/24,14,NA,NA,NA,Y
30,Gryllodes sigillatus,48,F,9/6/24,14,L2,5,0.011,N
30,Gryllodes sigillatus,49,NA,9/6/24,14,NA,NA,NA,Y
30,Gryllodes sigillatus,50,M,9/6/24,14,L2,4.5,0.011,N
30,Gryllodes sigillatus,51,F,9/6/24,14,L2,5,0.011,N
30,Gryllodes sigillatus,52,M,9/6/24,14,L2,4,0.004,N
30,Gryllodes sigillatus,53,M,9/6/24,14,L2,4.5,0.009,N
30,Gryllodes sigillatus,54,M,9/6/24,14,L2,4.5,0.008,N
30,Gryllodes sigillatus,55,F,9/6/24,14,L2,4.5,0.011,N
30,Gryllodes sigillatus,56,F,9/6/24,14,L2,5,0.018,N
30,Gryllodes sigillatus,57,M,9/6/24,14,L2,4.5,0.006,N
30,Gryllodes sigillatus,58,M,9/6/24,14,L2,4.5,0.005,N
30,Gryllodes sigillatus,59,F,9/6/24,14,L2,5,0.011,N
30,Gryllodes sigillatus,60,F,9/6/24,14,L2,5,0.007,N
30,Gryllodes sigillatus,61,F,9/6/24,14,L2,4.5,0.01,N
30,Gryllodes sigillatus,62,F,9/6/24,14,L2,4,0.006,N
30,Gryllodes sigillatus,63,F,9/6/24,14,L2,5,0.012,N
30,Gryllodes sigillatus,64,F,9/6/24,14,L2,5,0.01,N
30,Gryllodes sigillatus,65,M,9/6/24,14,L2,4.5,0.008,N
30,Gryllodes sigillatus,66,M,9/6/24,14,L2,4,0.005,N
30,Gryllodes sigillatus,67,F,9/6/24,14,L2,4.5,0.008,N
30,Gryllodes sigillatus,68,M,9/6/24,14,L2,4,0.004,N
30,Gryllodes sigillatus,69,F,9/6/24,14,L2,4.5,0.011,N
30,Gryllodes sigillatus,70,F,9/6/24,14,L2,5,0.01,N
30,Gryllodes sigillatus,71,NA,9/6/24,14,NA,NA,NA,Y
30,Gryllodes sigillatus,72,M,9/6/24,14,L2,5.2,0.011,N
30,Gryllodes sigillatus,73,M,9/6/24,14,L2,4,0.007,N
30,Gryllodes sigillatus,74,F,9/6/24,14,L2,5,0.007,N
30,Gryllodes sigillatus,75,M,9/6/24,14,L2,5.2,0.014,N
30,Gryllodes sigillatus,76,F,9/6/24,14,L2,4.5,0.009,N
30,Gryllodes sigillatus,77,F,9/6/24,14,L2,4.5,0.014,N
30,Gryllodes sigillatus,78,M,9/6/24,14,L2,4.5,0.011,N
30,Gryllodes sigillatus,79,M,9/6/24,14,L2,4,0.008,N
30,Gryllodes sigillatus,80,F,9/6/24,14,L2,5,0.014,N
30,Gryllodes sigillatus,81,M,9/6/24,14,L2,4.5,0.009,N
30,Gryllodes sigillatus,82,F,9/6/24,14,L2,4,0.007,N
30,Gryllodes sigillatus,83,F,9/6/24,14,L2,5,0.01,N
30,Gryllodes sigillatus,84,F,9/6/24,14,L2,5,0.012,N
30,Gryllodes sigillatus,85,F,9/6/24,14,L2,5,0.009,N
30,Gryllodes sigillatus,86,F,9/6/24,14,L2,5,0.009,N
30,Gryllodes sigillatus,87,F,9/6/24,14,L2,4.5,0.011,N
30,Gryllodes sigillatus,88,M,9/6/24,14,L2,4.5,0.011,N
30,Gryllodes sigillatus,89,NA,9/6/24,14,NA,NA,NA,Y
30,Gryllodes sigillatus,90,F,9/6/24,14,L2,5,0.01,N
30,Gryllodes sigillatus,91,F,9/6/24,14,L2,5,0.008,N
30,Gryllodes sigillatus,92,F,9/6/24,14,L2,5,0.011,N
30,Gryllodes sigillatus,93,M,9/6/24,14,L2,5.2,0.011,N
30,Gryllodes sigillatus,94,M,9/6/24,14,L2,4.5,0.009,N
30,Gryllodes sigillatus,95,M,9/6/24,14,L2,4.5,0.012,N
30,Gryllodes sigillatus,96,F,9/6/24,14,L2,5,0.007,N
30,Gryllodes sigillatus,97,NA,9/6/24,14,NA,NA,NA,Y
30,Gryllodes sigillatus,98,F,9/6/24,14,L2,5,0.008,N
30,Gryllodes sigillatus,99,F,9/6/24,14,L2,4.5,0.011,N
30,Gryllodes sigillatus,100,F,9/6/24,14,L2,5,0.011,N
30,Gryllodes sigillatus,101,M,9/6/24,14,L2,4.5,0.008,N
30,Gryllodes sigillatus,102,F,9/6/24,14,L2,4.5,0.012,N
30,Gryllodes sigillatus,103,F,9/6/24,14,L2,5,0.011,N
30,Gryllodes sigillatus,104,M,9/6/24,14,L2,5.2,0.011,N
30,Gryllodes sigillatus,105,F,9/6/24,14,L2,5,0.018,N
30,Gryllodes sigillatus,106,F,9/6/24,14,L2,4,0.003,N
30,Gryllodes sigillatus,107,F,9/6/24,14,L2,5,0.01,N
30,Gryllodes sigillatus,108,F,9/6/24,14,L2,4,0.005,N
30,Gryllodes sigillatus,109,F,9/6/24,14,L2,5,0.011,N
30,Gryllodes sigillatus,110,F,9/6/24,14,L2,4,0.006,N
30,Gryllodes sigillatus,111,NA,9/6/24,14,NA,NA,NA,Y
30,Gryllodes sigillatus,112,M,9/6/24,14,L2,5.2,0.012,N
30,Gryllodes sigillatus,113,F,9/6/24,14,L2,5,0.011,N
30,Gryllodes sigillatus,114,M,9/6/24,14,L2,5.2,0.014,N
30,Gryllodes sigillatus,115,F,9/6/24,14,L2,5,0.008,N
30,Gryllodes sigillatus,116,F,9/6/24,14,L2,5,0.008,N
30,Gryllodes sigillatus,117,M,9/6/24,14,L2,5.2,0.012,N
30,Gryllodes sigillatus,118,F,9/6/24,14,L2,4,0.01,N
30,Gryllodes sigillatus,119,F,9/6/24,14,L2,5,0.013,N
30,Gryllodes sigillatus,120,F,9/6/24,14,L2,4,0.007,N
30,Gryllodes sigillatus,121,M,9/6/24,14,L2,4.5,0.008,N
30,Gryllodes sigillatus,122,M,9/6/24,14,L2,5.2,0.015,N
30,Gryllodes sigillatus,123,F,9/6/24,14,L2,5,0.013,N
30,Gryllodes sigillatus,124,F,9/6/24,14,L2,5,0.01,N
30,Gryllodes sigillatus,125,F,9/6/24,14,L2,4,0.005,N
30,Gryllodes sigillatus,126,F,9/6/24,14,L2,5,0.009,N
30,Gryllodes sigillatus,127,M,9/6/24,14,L2,4.5,0.009,N
30,Gryllodes sigillatus,128,M,9/6/24,14,L2,4,0.007,N
30,Gryllodes sigillatus,129,M,9/6/24,14,L2,4,0.004,N
30,Gryllodes sigillatus,130,NA,9/6/24,14,NA,NA,NA,Y
30,Gryllodes sigillatus,131,F,9/6/24,14,L2,4,0.006,N
30,Gryllodes sigillatus,132,M,9/6/24,14,L2,4.5,0.011,N
30,Gryllodes sigillatus,133,M,9/6/24,14,L2,4,0.005,N
30,Gryllodes sigillatus,134,F,9/6/24,14,L2,4,0.003,N
30,Gryllodes sigillatus,135,F,9/6/24,14,L2,4.5,0.009,N
30,Gryllodes sigillatus,136,F,9/6/24,14,L2,5,0.011,N
30,Gryllodes sigillatus,137,F,9/6/24,14,L2,4.5,0.011,N
30,Gryllodes sigillatus,138,F,9/6/24,14,L2,5,0.008,N
30,Gryllodes sigillatus,139,NA,9/6/24,14,NA,NA,NA,Y
30,Gryllodes sigillatus,140,F,9/6/24,14,L2,5,0.011,N
30,Gryllodes sigillatus,141,F,9/6/24,14,L2,5,0.014,N
30,Gryllodes sigillatus,142,NA,9/6/24,14,NA,NA,NA,Y
30,Gryllodes sigillatus,143,M,9/6/24,14,L2,4,0.005,N
30,Gryllodes sigillatus,144,F,9/6/24,14,L2,4.5,0.008,N
30,Gryllodes sigillatus,145,F,9/6/24,14,L2,4,0.003,N
30,Gryllodes sigillatus,146,F,9/6/24,14,L2,5,0.009,N
30,Gryllodes sigillatus,147,F,9/6/24,14,L2,5,0.009,N
30,Gryllodes sigillatus,148,M,9/6/24,14,L2,5.2,0.014,N
30,Gryllodes sigillatus,149,M,9/6/24,14,L2,4,0.008,N
30,Gryllodes sigillatus,150,M,9/6/24,14,L2,4.5,0.009,N
30,Gryllodes sigillatus,1,F,16/06/24,21,L3,7.5,0.037,N
30,Gryllodes sigillatus,2,M,16/06/24,21,L3,7.5,0.031,N
30,Gryllodes sigillatus,3,F,16/06/24,21,L3,6.5,0.015,N
30,Gryllodes sigillatus,4,F,16/06/24,21,L3,7,0.036,N
30,Gryllodes sigillatus,5,F,16/06/24,21,L3,7,0.032,N
30,Gryllodes sigillatus,6,M,16/06/24,21,L3,6,0.015,N
30,Gryllodes sigillatus,7,M,16/06/24,21,L3,7,0.032,N
30,Gryllodes sigillatus,8,M,16/06/24,21,L3,6,0.013,N
30,Gryllodes sigillatus,9,M,16/06/24,21,L3,7.5,0.03,N
30,Gryllodes sigillatus,10,M,16/06/24,21,L3,8,0.045,N
30,Gryllodes sigillatus,11,F,16/06/24,21,L3,8,0.044,N
30,Gryllodes sigillatus,12,F,16/06/24,21,L3,7,0.023,N
30,Gryllodes sigillatus,13,M,16/06/24,21,L3,6,0.013,N
30,Gryllodes sigillatus,14,F,16/06/24,21,L3,7.5,0.014,N
30,Gryllodes sigillatus,15,F,16/06/24,21,L3,7.5,0.016,N
30,Gryllodes sigillatus,16,F,16/06/24,21,L3,7,0.026,N
30,Gryllodes sigillatus,17,F,16/06/24,21,L3,8,0.049,N
30,Gryllodes sigillatus,18,F,16/06/24,21,L3,7.5,0.037,N
30,Gryllodes sigillatus,19,F,16/06/24,21,L3,7,0.033,N
30,Gryllodes sigillatus,20,NA,16/06/24,21,NA,NA,NA,Y
30,Gryllodes sigillatus,21,F,16/06/24,21,L3,7,0.025,N
30,Gryllodes sigillatus,22,NA,16/06/24,21,NA,NA,NA,Y
30,Gryllodes sigillatus,23,M,16/06/24,21,L3,6,0.016,N
30,Gryllodes sigillatus,24,F,16/06/24,21,L3,7,0.026,N
30,Gryllodes sigillatus,25,F,16/06/24,21,L3,7,0.032,N
30,Gryllodes sigillatus,26,F,16/06/24,21,L3,7,0.035,N
30,Gryllodes sigillatus,27,F,16/06/24,21,L3,8,0.044,N
30,Gryllodes sigillatus,28,M,16/06/24,21,L3,7.5,0.034,N
30,Gryllodes sigillatus,29,F,16/06/24,21,L3,8,0.045,N
30,Gryllodes sigillatus,30,M,16/06/24,21,L3,6,0.013,N
30,Gryllodes sigillatus,31,F,16/06/24,21,L3,8,0.05,N
30,Gryllodes sigillatus,32,M,16/06/24,21,L3,8,0.042,N
30,Gryllodes sigillatus,33,M,16/06/24,21,L3,7.5,0.033,N
30,Gryllodes sigillatus,34,NA,16/06/24,21,NA,NA,NA,Y
30,Gryllodes sigillatus,35,M,16/06/24,21,L3,8,0.045,N
30,Gryllodes sigillatus,36,F,16/06/24,21,L3,7,0.013,N
30,Gryllodes sigillatus,37,F,16/06/24,21,L3,6.5,0.013,N
30,Gryllodes sigillatus,38,F,16/06/24,21,L3,7,0.012,N
30,Gryllodes sigillatus,39,F,16/06/24,21,L3,6.5,0.015,N
30,Gryllodes sigillatus,40,F,16/06/24,21,L3,7,0.033,N
30,Gryllodes sigillatus,41,F,16/06/24,21,L3,7,0.016,N
30,Gryllodes sigillatus,42,F,16/06/24,21,L3,7,0.032,N
30,Gryllodes sigillatus,43,NA,16/06/24,21,NA,NA,NA,Y
30,Gryllodes sigillatus,44,F,16/06/24,21,L3,7,0.028,N
30,Gryllodes sigillatus,45,F,16/06/24,21,L3,7,0.036,N
30,Gryllodes sigillatus,46,F,16/06/24,21,L3,7,0.035,N
30,Gryllodes sigillatus,47,NA,16/06/24,21,NA,NA,NA,Y
30,Gryllodes sigillatus,48,F,16/06/24,21,L3,8,0.05,N
30,Gryllodes sigillatus,49,NA,16/06/24,21,NA,NA,NA,Y
30,Gryllodes sigillatus,50,M,16/06/24,21,L3,6,0.016,N
30,Gryllodes sigillatus,51,F,16/06/24,21,L3,7,0.033,N
30,Gryllodes sigillatus,52,M,16/06/24,21,L3,7.5,0.031,N
30,Gryllodes sigillatus,53,M,16/06/24,21,L3,7,0.033,N
30,Gryllodes sigillatus,54,M,16/06/24,21,L3,6,0.012,N
30,Gryllodes sigillatus,55,F,16/06/24,21,L3,7,0.016,N
30,Gryllodes sigillatus,56,F,16/06/24,21,L3,7.5,0.038,N
30,Gryllodes sigillatus,57,M,16/06/24,21,L3,6,0.011,N
30,Gryllodes sigillatus,58,NA,16/06/24,21,NA,NA,NA,Y
30,Gryllodes sigillatus,59,F,16/06/24,21,L3,7,0.026,N
30,Gryllodes sigillatus,60,F,16/06/24,21,L3,7,0.036,N
30,Gryllodes sigillatus,61,F,16/06/24,21,L3,7,0.028,N
30,Gryllodes sigillatus,62,F,16/06/24,21,L3,7.5,0.016,N
